"block_size","milliseconds_elapsed","total_size"
"65536","2964","52428800"
"65536","3886","52428800"
"65536","2690","52428800"
"65536","5079","52428800"
"65536","4562","52428800"
"65536","3665","52428800"
"65536","2982","52428800"
"65536","2764","52428800"
"65536","4562","52428800"
"65536","2509","52428800"
"65536","3926","52428800"
"65536","3350","52428800"
"65536","3545","52428800"
"65536","2952","52428800"
"65536","2513","52428800"
"65536","4038","52428800"
"65536","2396","52428800"
"65536","4464","52428800"
"65536","3024","52428800"
"65536","3615","52428800"
"65536","4045","52428800"
"65536","2652","52428800"
"65536","3602","52428800"
"65536","2814","52428800"
"65536","2867","52428800"
"65536","4764","52428800"
"65536","3506","52428800"
"131072","4123","52428800"
"131072","3931","52428800"
"131072","3362","52428800"
"131072","3798","52428800"
"131072","3006","52428800"
"131072","2841","52428800"
"131072","3422","52428800"
"131072","4954","52428800"
"131072","2772","52428800"
"131072","4530","52428800"
"131072","3015","52428800"
"131072","3259","52428800"
"131072","2971","52428800"
"131072","2542","52428800"
"131072","4547","52428800"
"131072","4584","52428800"
"131072","3013","52428800"
"131072","3379","52428800"
"131072","5374","52428800"
"131072","2473","52428800"
"131072","7832","52428800"
"131072","2771","52428800"
"131072","4056","52428800"
"131072","1874","52428800"
"131072","2497","52428800"
"131072","2447","52428800"
"131072","5834","52428800"
"131072","2955","52428800"
"131072","2775","52428800"
"131072","5989","52428800"
"131072","3922","52428800"
"131072","3368","52428800"
"131072","2259","52428800"
"131072","1823","52428800"
"131072","2940","52428800"
"131072","3190","52428800"
"131072","3797","52428800"
"131072","2620","52428800"
"131072","3847","52428800"
"131072","4141","52428800"
"131072","2983","52428800"
"131072","4857","52428800"
"131072","2873","52428800"
"131072","5199","52428800"
"131072","2480","52428800"
"131072","3032","52428800"
"131072","4515","52428800"
"131072","4494","52428800"
"131072","3328","52428800"
"131072","1859","52428800"
"524288","4361","52428800"
"524288","5479","52428800"
"524288","3613","52428800"
"524288","4687","52428800"
"524288","1865","52428800"
"524288","2420","52428800"
"524288","3800","52428800"
"524288","4627","52428800"
"524288","3434","52428800"
"524288","6840","52428800"
"524288","2669","52428800"
"524288","2533","52428800"
"524288","3322","52428800"
"524288","2969","52428800"
"524288","2999","52428800"
"524288","4232","52428800"
"524288","2968","52428800"
"524288","2502","52428800"
"524288","3464","52428800"
"524288","2373","52428800"
"524288","4824","52428800"
"524288","2968","52428800"
"524288","3892","52428800"
"524288","2678","52428800"
"524288","3254","52428800"
"524288","2676","52428800"
"524288","3909","52428800"
"524288","2552","52428800"
"524288","3185","52428800"
"524288","3907","52428800"
"524288","4828","52428800"
"524288","2543","52428800"
"524288","3108","52428800"
"524288","3546","52428800"
"524288","2526","52428800"
"524288","5322","52428800"
"524288","2654","52428800"
"524288","5367","52428800"
"524288","3495","52428800"
"524288","2840","52428800"
"524288","5366","52428800"
"524288","3005","52428800"
"524288","3541","52428800"
"524288","2959","52428800"
"524288","2952","52428800"
"524288","2373","52428800"
"524288","3090","52428800"
"524288","3370","52428800"
"524288","4717","52428800"
"524288","3086","52428800"
"1048576","1821","52428800"
"1048576","2401","52428800"
"1048576","4054","52428800"
"1048576","3477","52428800"
"1048576","3960","52428800"
"1048576","3619","52428800"
"1048576","3057","52428800"
"1048576","3740","52428800"
"1048576","3179","52428800"
"1048576","2947","52428800"
"1048576","3836","52428800"
"1048576","2973","52428800"
"1048576","1883","52428800"
"1048576","3622","52428800"
"1048576","6040","52428800"
"1048576","2530","52428800"
"1048576","4850","52428800"
"1048576","3175","52428800"
"1048576","4896","52428800"
"1048576","2741","52428800"
"1048576","3563","52428800"
"1048576","3326","52428800"
"1048576","1860","52428800"
"1048576","3490","52428800"
"1048576","4967","52428800"
"1048576","3385","52428800"
"1048576","2981","52428800"
