"block_size","milliseconds_elapsed","total_size"
"65536","6710","104857600"
"65536","5931","104857600"
"65536","6515","104857600"
"65536","5437","104857600"
"65536","5990","104857600"
"65536","5392","104857600"
"65536","9869","104857600"
"65536","4394","104857600"
"65536","9448","104857600"
"65536","9204","104857600"
"65536","4864","104857600"
"65536","10679","104857600"
"65536","4293","104857600"
"65536","6844","104857600"
"65536","6405","104857600"
"65536","6018","104857600"
"65536","7373","104857600"
"65536","5451","104857600"
"65536","5945","104857600"
"65536","6011","104857600"
"65536","5987","104857600"
"65536","5390","104857600"
"65536","9552","104857600"
"65536","4939","104857600"
"65536","6507","104857600"
"65536","5929","104857600"
"65536","6324","104857600"
"131072","5872","104857600"
"131072","6960","104857600"
"131072","5905","104857600"
"131072","7357","104857600"
"131072","5851","104857600"
"131072","10528","104857600"
"131072","4348","104857600"
"131072","7867","104857600"
"131072","4864","104857600"
"131072","8282","104857600"
"131072","5449","104857600"
"131072","5989","104857600"
"131072","6025","104857600"
"131072","6548","104857600"
"131072","5390","104857600"
"131072","8039","104857600"
"131072","4803","104857600"
"131072","5369","104857600"
"131072","6198","104857600"
"131072","8377","104857600"
"131072","5027","104857600"
"131072","8141","104857600"
"131072","8250","104857600"
"131072","4840","104857600"
"131072","5960","104857600"
"131072","8355","104857600"
"131072","4812","104857600"
"131072","5888","104857600"
"131072","4819","104857600"
"131072","4876","104857600"
"131072","7792","104857600"
"131072","4282","104857600"
"131072","5951","104857600"
"131072","7302","104857600"
"131072","4774","104857600"
"131072","4810","104857600"
"131072","5876","104857600"
"131072","6548","104857600"
"131072","4617","104857600"
"131072","7743","104857600"
"131072","5633","104857600"
"131072","5523","104857600"
"131072","6756","104857600"
"131072","4964","104857600"
"131072","6010","104857600"
"131072","6122","104857600"
"131072","15643","104857600"
"131072","8756","104857600"
"131072","4970","104857600"
"131072","5384","104857600"
"524288","6385","104857600"
"524288","7877","104857600"
"524288","7763","104857600"
"524288","6004","104857600"
"524288","6359","104857600"
"524288","6387","104857600"
"524288","7653","104857600"
"524288","5589","104857600"
"524288","5952","104857600"
"524288","6519","104857600"
"524288","7552","104857600"
"524288","7862","104857600"
"524288","6734","104857600"
"524288","5002","104857600"
"524288","7643","104857600"
"524288","4583","104857600"
"524288","5399","104857600"
"524288","6773","104857600"
"524288","7840","104857600"
"524288","7433","104857600"
"524288","5994","104857600"
"524288","5794","104857600"
"524288","8703","104857600"
"524288","4308","104857600"
"524288","5425","104857600"
"524288","6206","104857600"
"524288","6211","104857600"
"524288","9732","104857600"
"524288","4222","104857600"
"524288","4830","104857600"
"524288","6476","104857600"
"524288","5553","104857600"
"524288","6344","104857600"
"524288","7579","104857600"
"524288","5461","104857600"
"524288","7857","104857600"
"524288","6411","104857600"
"524288","6754","104857600"
"524288","5986","104857600"
"524288","7170","104857600"
"524288","6429","104857600"
"524288","5445","104857600"
"524288","6935","104857600"
"524288","5972","104857600"
"524288","5355","104857600"
"524288","5930","104857600"
"524288","5311","104857600"
"524288","7033","104857600"
"524288","7339","104857600"
"524288","5948","104857600"
"1048576","6903","104857600"
"1048576","5993","104857600"
"1048576","6381","104857600"
"1048576","8979","104857600"
"1048576","5442","104857600"
"1048576","7808","104857600"
"1048576","4866","104857600"
"1048576","5390","104857600"
"1048576","7666","104857600"
"1048576","5595","104857600"
"1048576","5984","104857600"
"1048576","4264","104857600"
"1048576","5529","104857600"
"1048576","10315","104857600"
"1048576","7127","104857600"
"1048576","4787","104857600"
"1048576","7827","104857600"
"1048576","5404","104857600"
"1048576","4261","104857600"
"1048576","6496","104857600"
"1048576","6419","104857600"
"1048576","4833","104857600"
"1048576","6500","104857600"
"1048576","6382","104857600"
"1048576","4242","104857600"
"1048576","5869","104857600"
"1048576","6451","104857600"
"1048576","7115","104857600"
"1048576","5832","104857600"
"1048576","7782","104857600"
"1048576","6298","104857600"
"1048576","6683","104857600"
"1048576","6338","104857600"
"1048576","7818","104857600"
"1048576","6099","104857600"
"1048576","5417","104857600"
"1048576","6338","104857600"
"1048576","5966","104857600"
"1048576","5388","104857600"
"1048576","5972","104857600"
"1048576","8220","104857600"
"1048576","5407","104857600"
"1048576","7252","104857600"
"1048576","6529","104857600"
"1048576","5975","104857600"
"1048576","7403","104857600"
"1048576","6340","104857600"
"1048576","9977","104857600"
"1048576","6623","104857600"
"1048576","5930","104857600"
"2097152","8719","104857600"
"2097152","8618","104857600"
"2097152","5277","104857600"
"2097152","6437","104857600"
"2097152","4304","104857600"
"2097152","5898","104857600"
"2097152","7363","104857600"
"2097152","4793","104857600"
"2097152","6346","104857600"
"2097152","6136","104857600"
"2097152","4312","104857600"
"2097152","4309","104857600"
"2097152","7075","104857600"
"2097152","6225","104857600"
"2097152","8914","104857600"
"2097152","4873","104857600"
"2097152","6612","104857600"
"2097152","7250","104857600"
"2097152","5971","104857600"
"2097152","7997","104857600"
"2097152","4797","104857600"
"2097152","5401","104857600"
"2097152","5995","104857600"
"2097152","6254","104857600"
"2097152","5960","104857600"
"2097152","5931","104857600"
"2097152","9503","104857600"
"2097152","6592","104857600"
"2097152","6375","104857600"
"2097152","5994","104857600"
"2097152","7156","104857600"
"2097152","5910","104857600"
"2097152","5450","104857600"
"2097152","5939","104857600"
"2097152","7488","104857600"
"2097152","5423","104857600"
"2097152","6538","104857600"
"2097152","6333","104857600"
"2097152","5963","104857600"
"2097152","5397","104857600"
"2097152","9069","104857600"
"2097152","4901","104857600"
"2097152","6845","104857600"
"2097152","6013","104857600"
"2097152","6359","104857600"
"2097152","7037","104857600"
"2097152","7199","104857600"
"2097152","5365","104857600"
"2097152","5968","104857600"
"2097152","6181","104857600"
