"block_size","milliseconds_elapsed","total_size"
"128","2533","104857600"
"128","2540","104857600"
"128","2496","104857600"
"128","2574","104857600"
"128","2528","104857600"
"128","2535","104857600"
"128","2522","104857600"
"128","2579","104857600"
"128","2528","104857600"
"128","2501","104857600"
"128","2534","104857600"
"128","2544","104857600"
"128","2504","104857600"
"128","2533","104857600"
"128","2511","104857600"
"128","2538","104857600"
"128","2664","104857600"
"128","2642","104857600"
"128","2649","104857600"
"128","2642","104857600"
"128","2647","104857600"
"128","2716","104857600"
"128","2509","104857600"
"128","2536","104857600"
"128","2641","104857600"
"128","2695","104857600"
"128","2689","104857600"
"128","2676","104857600"
"128","2608","104857600"
"128","2641","104857600"
"128","2647","104857600"
"128","2647","104857600"
"128","2640","104857600"
"128","2687","104857600"
"128","2645","104857600"
"128","2671","104857600"
"128","2784","104857600"
"128","2690","104857600"
"128","2670","104857600"
"128","2700","104857600"
"128","2633","104857600"
"128","2606","104857600"
"128","2673","104857600"
"128","2647","104857600"
"128","2694","104857600"
"128","2660","104857600"
"128","2641","104857600"
"128","2683","104857600"
"128","2684","104857600"
"128","2643","104857600"
"512","2099","104857600"
"512","2219","104857600"
"512","2113","104857600"
"512","2072","104857600"
"512","2079","104857600"
"512","2079","104857600"
"512","2091","104857600"
"512","2092","104857600"
"512","2092","104857600"
"512","2190","104857600"
"512","2064","104857600"
"512","2098","104857600"
"512","2060","104857600"
"512","2073","104857600"
"512","1972","104857600"
"512","1961","104857600"
"512","1978","104857600"
"512","1972","104857600"
"512","1977","104857600"
"512","1989","104857600"
"512","1964","104857600"
"512","1972","104857600"
"512","1964","104857600"
"512","1966","104857600"
"512","1981","104857600"
"512","1984","104857600"
"512","2004","104857600"
"512","1970","104857600"
"512","1977","104857600"
"512","1991","104857600"
"512","1999","104857600"
"512","2238","104857600"
"512","1980","104857600"
"512","1971","104857600"
"512","1967","104857600"
"512","1976","104857600"
"512","1958","104857600"
"512","1981","104857600"
"512","1981","104857600"
"512","1971","104857600"
"512","1955","104857600"
"512","1970","104857600"
"512","1975","104857600"
"512","1991","104857600"
"512","1969","104857600"
"512","1969","104857600"
"512","1978","104857600"
"512","1978","104857600"
"512","1972","104857600"
"512","1966","104857600"
"1024","1892","104857600"
"1024","1870","104857600"
"1024","1880","104857600"
"1024","1881","104857600"
"1024","1876","104857600"
"1024","1872","104857600"
"1024","1878","104857600"
"1024","1875","104857600"
"1024","1873","104857600"
"1024","1887","104857600"
"1024","1917","104857600"
"1024","1889","104857600"
"1024","1868","104857600"
"1024","1878","104857600"
"1024","1879","104857600"
"1024","1878","104857600"
"1024","1867","104857600"
"1024","1909","104857600"
"1024","1913","104857600"
"1024","1886","104857600"
"1024","1887","104857600"
"1024","1879","104857600"
"1024","1865","104857600"
"1024","1881","104857600"
"1024","1874","104857600"
"1024","1884","104857600"
"1024","1875","104857600"
"1024","1870","104857600"
"1024","1875","104857600"
"1024","2146","104857600"
"1024","1886","104857600"
"1024","1940","104857600"
"1024","1879","104857600"
"1024","1889","104857600"
"1024","1954","104857600"
"1024","1937","104857600"
"1024","1905","104857600"
"1024","1884","104857600"
"1024","1880","104857600"
"1024","1877","104857600"
"1024","1886","104857600"
"1024","1877","104857600"
"1024","1890","104857600"
"1024","1885","104857600"
"1024","1898","104857600"
"1024","1885","104857600"
"1024","1877","104857600"
"1024","1885","104857600"
"1024","1883","104857600"
"1024","1885","104857600"
"4096","1812","104857600"
"4096","1812","104857600"
"4096","1817","104857600"
"4096","1806","104857600"
"4096","1811","104857600"
"4096","1821","104857600"
"4096","1806","104857600"
"4096","1807","104857600"
"4096","1799","104857600"
"4096","1847","104857600"
"4096","1813","104857600"
"4096","1810","104857600"
"4096","1799","104857600"
"4096","1792","104857600"
"4096","1808","104857600"
"4096","1808","104857600"
"4096","1798","104857600"
"4096","1802","104857600"
"4096","1809","104857600"
"4096","1793","104857600"
"4096","1794","104857600"
"4096","1802","104857600"
"4096","1812","104857600"
"4096","1806","104857600"
"4096","1805","104857600"
"4096","1816","104857600"
"4096","1796","104857600"
"4096","1797","104857600"
"4096","1789","104857600"
"4096","1811","104857600"
"4096","1795","104857600"
"4096","1797","104857600"
"4096","1810","104857600"
"4096","1795","104857600"
"4096","1798","104857600"
"4096","1795","104857600"
"4096","1790","104857600"
"4096","1821","104857600"
"4096","1801","104857600"
"4096","1796","104857600"
"4096","1796","104857600"
"4096","1802","104857600"
"4096","1797","104857600"
"4096","1797","104857600"
"4096","1866","104857600"
"4096","1806","104857600"
"4096","1801","104857600"
"4096","1817","104857600"
"4096","1795","104857600"
"4096","1816","104857600"
"8192","1795","104857600"
"8192","2042","104857600"
"8192","1794","104857600"
"8192","1790","104857600"
"8192","1779","104857600"
"8192","1801","104857600"
"8192","1800","104857600"
"8192","1801","104857600"
"8192","1802","104857600"
"8192","1790","104857600"
"8192","1795","104857600"
"8192","1793","104857600"
"8192","1807","104857600"
"8192","1891","104857600"
"8192","1803","104857600"
"8192","1832","104857600"
"8192","1802","104857600"
"8192","1776","104857600"
"8192","1799","104857600"
"8192","1779","104857600"
"8192","1788","104857600"
"8192","1793","104857600"
"8192","1801","104857600"
"8192","1814","104857600"
"8192","1832","104857600"
"8192","1832","104857600"
"8192","1796","104857600"
"8192","1790","104857600"
"8192","1811","104857600"
"8192","1789","104857600"
"8192","1787","104857600"
"8192","1797","104857600"
"8192","1798","104857600"
"8192","1777","104857600"
"8192","1780","104857600"
"8192","1861","104857600"
"8192","1786","104857600"
"8192","1774","104857600"
"8192","1793","104857600"
"8192","1786","104857600"
"8192","1805","104857600"
"8192","1825","104857600"
"8192","1786","104857600"
"8192","1798","104857600"
"8192","1871","104857600"
"8192","1800","104857600"
"8192","1828","104857600"
"8192","1787","104857600"
"8192","1796","104857600"
"8192","1798","104857600"
"65536","1784","104857600"
"65536","1777","104857600"
"65536","1784","104857600"
"65536","1789","104857600"
"65536","1772","104857600"
"65536","1791","104857600"
"65536","1778","104857600"
"65536","1785","104857600"
"65536","1773","104857600"
"65536","1771","104857600"
"65536","1765","104857600"
"65536","1769","104857600"
"65536","1975","104857600"
"65536","1761","104857600"
"65536","1766","104857600"
"65536","1774","104857600"
"65536","1802","104857600"
"65536","1775","104857600"
"65536","2047","104857600"
"65536","1769","104857600"
"65536","1765","104857600"
"65536","1771","104857600"
"65536","1775","104857600"
"65536","1769","104857600"
"65536","1767","104857600"
"65536","1767","104857600"
"65536","1759","104857600"
"65536","1770","104857600"
"65536","1777","104857600"
"65536","1769","104857600"
"65536","1789","104857600"
"65536","1780","104857600"
"65536","1777","104857600"
"65536","1785","104857600"
"65536","1785","104857600"
"65536","1792","104857600"
"65536","1776","104857600"
"65536","1780","104857600"
"65536","1757","104857600"
"65536","1777","104857600"
"65536","1762","104857600"
"65536","1772","104857600"
"65536","1776","104857600"
"65536","1776","104857600"
"65536","1784","104857600"
"65536","1824","104857600"
"65536","1795","104857600"
"65536","1792","104857600"
"65536","1782","104857600"
"65536","1790","104857600"
"131072","1809","104857600"
"131072","1800","104857600"
"131072","1782","104857600"
"131072","1871","104857600"
"131072","1776","104857600"
"131072","1780","104857600"
"131072","1782","104857600"
"131072","1791","104857600"
"131072","1864","104857600"
"131072","1775","104857600"
"131072","1850","104857600"
"131072","1782","104857600"
"131072","1770","104857600"
"131072","1776","104857600"
"131072","1774","104857600"
"131072","1769","104857600"
"131072","1763","104857600"
"131072","1796","104857600"
"131072","1770","104857600"
"131072","1773","104857600"
"131072","1782","104857600"
"131072","1781","104857600"
"131072","1788","104857600"
"131072","1765","104857600"
"131072","1778","104857600"
"131072","1782","104857600"
"131072","1764","104857600"
"131072","1764","104857600"
"131072","1776","104857600"
"131072","1777","104857600"
"131072","1907","104857600"
"131072","1784","104857600"
"131072","1792","104857600"
"131072","1777","104857600"
"131072","1768","104857600"
"131072","1803","104857600"
"131072","1779","104857600"
"131072","1785","104857600"
"131072","1760","104857600"
"131072","1812","104857600"
"131072","1798","104857600"
"131072","1768","104857600"
"131072","1775","104857600"
"131072","1779","104857600"
"131072","1789","104857600"
"131072","1775","104857600"
"131072","1770","104857600"
"131072","1764","104857600"
"131072","1796","104857600"
"131072","1782","104857600"
"524288","1777","104857600"
"524288","1774","104857600"
"524288","1785","104857600"
"524288","1776","104857600"
"524288","1779","104857600"
"524288","1767","104857600"
"524288","1782","104857600"
"524288","1787","104857600"
"524288","1799","104857600"
"524288","1775","104857600"
"524288","1767","104857600"
"524288","1780","104857600"
"524288","1779","104857600"
"524288","1775","104857600"
"524288","1797","104857600"
"524288","1772","104857600"
"524288","2056","104857600"
"524288","1762","104857600"
"524288","1777","104857600"
"524288","1793","104857600"
"524288","1763","104857600"
"524288","1830","104857600"
"524288","1797","104857600"
"524288","1782","104857600"
"524288","1790","104857600"
"524288","1792","104857600"
"524288","1791","104857600"
"524288","1775","104857600"
"524288","1782","104857600"
"524288","1783","104857600"
"524288","1775","104857600"
"524288","1783","104857600"
"524288","1780","104857600"
"524288","1764","104857600"
"524288","1794","104857600"
"524288","1784","104857600"
"524288","1780","104857600"
"524288","1785","104857600"
"524288","1770","104857600"
"524288","1787","104857600"
"524288","1787","104857600"
"524288","1785","104857600"
"524288","1790","104857600"
"524288","1890","104857600"
"524288","1776","104857600"
"524288","1769","104857600"
"524288","1770","104857600"
"524288","1789","104857600"
"524288","1779","104857600"
"524288","1779","104857600"
"1048576","1774","104857600"
"1048576","1792","104857600"
"1048576","1782","104857600"
"1048576","1782","104857600"
"1048576","1807","104857600"
"1048576","1777","104857600"
"1048576","1787","104857600"
"1048576","1784","104857600"
"1048576","1797","104857600"
"1048576","1768","104857600"
"1048576","1770","104857600"
"1048576","1770","104857600"
"1048576","1773","104857600"
"1048576","1770","104857600"
"1048576","1773","104857600"
"1048576","1771","104857600"
"1048576","1801","104857600"
"1048576","1780","104857600"
"1048576","1783","104857600"
"1048576","1792","104857600"
"1048576","1784","104857600"
"1048576","1782","104857600"
"1048576","1908","104857600"
"1048576","1846","104857600"
"1048576","1818","104857600"
"1048576","1774","104857600"
"1048576","1785","104857600"
"1048576","1796","104857600"
"1048576","1757","104857600"
"1048576","1791","104857600"
"1048576","1848","104857600"
"1048576","1848","104857600"
"1048576","1836","104857600"
"1048576","1804","104857600"
"1048576","1819","104857600"
"1048576","1852","104857600"
"1048576","1843","104857600"
"1048576","1836","104857600"
"1048576","1836","104857600"
"1048576","1844","104857600"
"1048576","1795","104857600"
"1048576","1855","104857600"
"1048576","1870","104857600"
"1048576","1808","104857600"
"1048576","1876","104857600"
"1048576","1813","104857600"
"1048576","1839","104857600"
"1048576","1836","104857600"
"1048576","1824","104857600"
"1048576","1866","104857600"
"2097152","1845","104857600"
"2097152","1826","104857600"
"2097152","1803","104857600"
"2097152","1774","104857600"
"2097152","1856","104857600"
"2097152","1803","104857600"
"2097152","1831","104857600"
"2097152","1854","104857600"
"2097152","1857","104857600"
"2097152","1867","104857600"
"2097152","1792","104857600"
"2097152","1804","104857600"
"2097152","1811","104857600"
"2097152","1786","104857600"
"2097152","1778","104857600"
"2097152","1781","104857600"
"2097152","1775","104857600"
"2097152","1769","104857600"
"2097152","1775","104857600"
"2097152","1775","104857600"
"2097152","1772","104857600"
"2097152","1798","104857600"
"2097152","1774","104857600"
"2097152","1802","104857600"
"2097152","1776","104857600"
"2097152","1775","104857600"
"2097152","1788","104857600"
"2097152","1786","104857600"
"2097152","1793","104857600"
"2097152","1780","104857600"
"2097152","1842","104857600"
"2097152","1789","104857600"
"2097152","1768","104857600"
"2097152","1782","104857600"
"2097152","1785","104857600"
"2097152","1791","104857600"
"2097152","1787","104857600"
"2097152","1766","104857600"
"2097152","1794","104857600"
"2097152","1988","104857600"
"2097152","1772","104857600"
"2097152","2056","104857600"
"2097152","1772","104857600"
"2097152","1785","104857600"
"2097152","1796","104857600"
"2097152","1811","104857600"
"2097152","1769","104857600"
"2097152","1771","104857600"
"2097152","1777","104857600"
"2097152","1784","104857600"
